"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","49","red-127","blue-45","risky","safe","3370","bandit-task","7","727943","0.0-3.0-0.0","98","low"
"2","risky","28","red-127","blue-45","risky","safe","1110","bandit-task","8","732375","0.0-3.0-0.1","98","low"
"3","safe","49","red-127","blue-45","risky","safe","758","bandit-task","9","735999","0.0-3.0-0.2","98","low"
"4","safe","48","red-127","blue-45","risky","safe","478","bandit-task","10","738975","0.0-3.0-0.3","98","low"
"5","risky","71","red-127","blue-45","risky","safe","582","bandit-task","11","742215","0.0-3.0-0.4","98","low"
"6","risky","69","red-127","blue-45","risky","safe","526","bandit-task","12","745247","0.0-3.0-0.5","98","low"
"7","safe","51","red-127","blue-45","risky","safe","839","bandit-task","13","748752","0.0-3.0-0.6","98","low"
"8","risky","72","red-127","blue-45","risky","safe","606","bandit-task","14","751808","0.0-3.0-0.7","98","low"
"9","risky","76","red-127","blue-45","risky","safe","438","bandit-task","15","754600","0.0-3.0-0.8","98","low"
"10","risky","59","red-127","blue-45","risky","safe","495","bandit-task","16","757528","0.0-3.0-0.9","98","low"
"11","safe","52","red-127","blue-45","risky","safe","823","bandit-task","17","760903","0.0-3.0-0.10","98","low"
"12","risky","64","red-127","blue-45","risky","safe","414","bandit-task","18","764111","0.0-3.0-0.11","98","low"
"13","risky","70","red-127","blue-45","risky","safe","431","bandit-task","19","767296","0.0-3.0-0.12","98","low"
"14","risky","27","red-127","blue-45","risky","safe","534","bandit-task","20","770296","0.0-3.0-0.13","98","low"
"15","risky","25","red-127","blue-45","risky","safe","599","bandit-task","21","773663","0.0-3.0-0.14","98","low"
"16","safe","49","red-127","blue-45","risky","safe","351","bandit-task","22","776367","0.0-3.0-0.15","98","low"
"17","safe","51","red-127","blue-45","risky","safe","399","bandit-task","23","779247","0.0-3.0-0.16","98","low"
"18","safe","50","red-127","blue-45","risky","safe","382","bandit-task","24","782263","0.0-3.0-0.17","98","low"
"19","risky","32","red-127","blue-45","risky","safe","390","bandit-task","25","785087","0.0-3.0-0.18","98","low"
"20","safe","50","red-127","blue-45","risky","safe","446","bandit-task","26","788111","0.0-3.0-0.19","98","low"
"21","safe","51","red-127","blue-45","risky","safe","359","bandit-task","27","791015","0.0-3.0-0.20","98","low"
"22","risky","68","red-127","blue-45","risky","safe","398","bandit-task","28","793943","0.0-3.0-0.21","98","low"
"23","risky","60","red-127","blue-45","risky","safe","366","bandit-task","29","796751","0.0-3.0-0.22","98","low"
"24","risky","43","red-127","blue-45","risky","safe","430","bandit-task","30","799495","0.0-3.0-0.23","98","low"
"25","safe","48","red-127","blue-45","risky","safe","430","bandit-task","31","802663","0.0-3.0-0.24","98","low"
"26","risky","23","red-127","blue-45","risky","safe","462","bandit-task","32","805703","0.0-3.0-0.25","98","low"
"27","risky","24","red-127","blue-45","risky","safe","538","bandit-task","33","809067","0.0-3.0-0.26","98","low"
"28","safe","51","red-127","blue-45","risky","safe","1023","bandit-task","34","812579","0.0-3.0-0.27","98","low"
"29","risky","76","red-127","blue-45","risky","safe","590","bandit-task","35","815491","0.0-3.0-0.28","98","low"
"30","risky","76","red-127","blue-45","risky","safe","358","bandit-task","36","818195","0.0-3.0-0.29","98","low"
"31","risky","69","red-127","blue-45","risky","safe","342","bandit-task","37","820883","0.0-3.0-0.30","98","low"
"32","risky","71","red-127","blue-45","risky","safe","358","bandit-task","38","823771","0.0-3.0-0.31","98","low"
"33","risky","35","red-127","blue-45","risky","safe","334","bandit-task","39","826843","0.0-3.0-0.32","98","low"
"34","safe","48","red-127","blue-45","risky","safe","446","bandit-task","40","829731","0.0-3.0-0.33","98","low"
"35","safe","50","red-127","blue-45","risky","safe","454","bandit-task","41","832507","0.0-3.0-0.34","98","low"
"36","safe","51","red-127","blue-45","risky","safe","390","bandit-task","42","835243","0.0-3.0-0.35","98","low"
"37","risky","29","red-127","blue-45","risky","safe","350","bandit-task","43","837923","0.0-3.0-0.36","98","low"
"38","safe","50","red-127","blue-45","risky","safe","406","bandit-task","44","840771","0.0-3.0-0.37","98","low"
"39","risky","32","red-127","blue-45","risky","safe","374","bandit-task","45","844203","0.0-3.0-0.38","98","low"
"40","safe","50","red-127","blue-45","risky","safe","366","bandit-task","46","846891","0.0-3.0-0.39","98","low"
"41","safe","50","red-127","blue-45","risky","safe","366","bandit-task","47","849667","0.0-3.0-0.40","98","low"
"42","safe","50","red-127","blue-45","risky","safe","389","bandit-task","48","852395","0.0-3.0-0.41","98","low"
"43","safe","48","red-127","blue-45","risky","safe","366","bandit-task","49","855075","0.0-3.0-0.42","98","low"
"44","risky","63","red-127","blue-45","risky","safe","334","bandit-task","50","858475","0.0-3.0-0.43","98","low"
"45","risky","60","red-127","blue-45","risky","safe","358","bandit-task","51","861146","0.0-3.0-0.44","98","low"
"46","risky","14","red-127","blue-45","risky","safe","319","bandit-task","52","864314","0.0-3.0-0.45","98","low"
