"trial","choice","feedback","left_stimulus","right_stimulus","left_option","right_option","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"1","safe","50","red-122","blue-43","risky","safe","2592","bandit-task","16","316382","0.0-3.0-0.0","4","low"
"2","risky","36","red-122","blue-43","risky","safe","3334","bandit-task","17","322726","0.0-3.0-0.1","4","low"
"3","risky","64","red-122","blue-43","risky","safe","1278","bandit-task","18","326670","0.0-3.0-0.2","4","low"
"4","safe","50","red-122","blue-43","risky","safe","934","bandit-task","19","330302","0.0-3.0-0.3","4","low"
"5","safe","50","red-122","blue-43","risky","safe","1358","bandit-task","20","334254","0.0-3.0-0.4","4","low"
"6","risky","46","red-122","blue-43","risky","safe","878","bandit-task","21","337590","0.0-3.0-0.5","4","low"
"7","risky","58","red-122","blue-43","risky","safe","678","bandit-task","22","340910","0.0-3.0-0.6","4","low"
"8","risky","20","red-122","blue-43","risky","safe","655","bandit-task","23","344030","0.0-3.0-0.7","4","low"
"9","safe","49","red-122","blue-43","risky","safe","790","bandit-task","24","347470","0.0-3.0-0.8","4","low"
"10","safe","51","red-122","blue-43","risky","safe","615","bandit-task","25","350486","0.0-3.0-0.9","4","low"
"11","safe","50","red-122","blue-43","risky","safe","846","bandit-task","26","353774","0.0-3.0-0.10","4","low"
"12","risky","53","red-122","blue-43","risky","safe","631","bandit-task","27","357053","0.0-3.0-0.11","4","low"
"13","safe","50","red-122","blue-43","risky","safe","671","bandit-task","28","360429","0.0-3.0-0.12","4","low"
"14","risky","74","red-122","blue-43","risky","safe","718","bandit-task","29","363717","0.0-3.0-0.13","4","low"
"15","risky","61","red-122","blue-43","risky","safe","879","bandit-task","30","367397","0.0-3.0-0.14","4","low"
"16","risky","82","red-122","blue-43","risky","safe","551","bandit-task","31","370378","0.0-3.0-0.15","4","low"
"17","risky","46","red-122","blue-43","risky","safe","702","bandit-task","32","373610","0.0-3.0-0.16","4","low"
"18","risky","78","red-122","blue-43","risky","safe","710","bandit-task","33","376986","0.0-3.0-0.17","4","low"
"19","safe","51","red-122","blue-43","risky","safe","574","bandit-task","34","380066","0.0-3.0-0.18","4","low"
"20","safe","52","red-122","blue-43","risky","safe","558","bandit-task","35","383018","0.0-3.0-0.19","4","low"
"21","risky","75","red-122","blue-43","risky","safe","574","bandit-task","36","386018","0.0-3.0-0.20","4","low"
"22","risky","74","red-122","blue-43","risky","safe","590","bandit-task","37","389169","0.0-3.0-0.21","4","low"
"23","safe","52","red-122","blue-43","risky","safe","703","bandit-task","38","392234","0.0-3.0-0.22","4","low"
"24","risky","72","red-122","blue-43","risky","safe","535","bandit-task","39","395178","0.0-3.0-0.23","4","low"
"25","risky","47","red-122","blue-43","risky","safe","622","bandit-task","40","398242","0.0-3.0-0.24","4","low"
"26","risky","40","red-122","blue-43","risky","safe","519","bandit-task","41","401361","0.0-3.0-0.25","4","low"
"27","risky","14","red-122","blue-43","risky","safe","487","bandit-task","42","404266","0.0-3.0-0.26","4","low"
"28","risky","34","red-122","blue-43","risky","safe","534","bandit-task","43","407435","0.0-3.0-0.27","4","low"
"29","safe","50","red-122","blue-43","risky","safe","629","bandit-task","44","410641","0.0-3.0-0.28","4","low"
"30","risky","34","red-122","blue-43","risky","safe","527","bandit-task","45","413938","0.0-3.0-0.29","4","low"
"31","risky","73","red-122","blue-43","risky","safe","414","bandit-task","46","417089","0.0-3.0-0.30","4","low"
"32","safe","52","red-122","blue-43","risky","safe","574","bandit-task","47","420073","0.0-3.0-0.31","4","low"
"33","safe","51","red-122","blue-43","risky","safe","1103","bandit-task","48","423569","0.0-3.0-0.32","4","low"
"34","risky","28","red-122","blue-43","risky","safe","732","bandit-task","49","426681","0.0-3.0-0.33","4","low"
"35","safe","51","red-122","blue-43","risky","safe","598","bandit-task","50","429657","0.0-3.0-0.34","4","low"
"36","safe","51","red-122","blue-43","risky","safe","502","bandit-task","51","432544","0.0-3.0-0.35","4","low"
"37","safe","49","red-122","blue-43","risky","safe","455","bandit-task","52","435496","0.0-3.0-0.36","4","low"
"38","safe","50","red-122","blue-43","risky","safe","413","bandit-task","53","438328","0.0-3.0-0.37","4","low"
"39","risky","19","red-122","blue-43","risky","safe","478","bandit-task","54","441184","0.0-3.0-0.38","4","low"
