"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"17247","6","6","3","6","0","A","risky","blue","survey-likert","114","348482","0.0-5.0-0.0","34","high"
"19914","1","1","1","1","1","B","risky","blue","survey-likert","115","368399","0.0-5.0-1.0","34","high"
"17173","6","3","3","6","0","A","safe","red","survey-likert","116","385574","0.0-5.0-0.1","34","high"
"8773","1","3","1","1","1","B","safe","red","survey-likert","117","394350","0.0-5.0-1.1","34","high"
