"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"37319","4","2","4","6","6","A","safe","red","survey-likert","114","425963","0.0-5.0-0.0","112","low"
"39671","4","5","5","6","6","B","safe","red","survey-likert","115","465637","0.0-5.0-1.0","112","low"
"19995","2","4","4","5","4","A","risky","blue","survey-likert","116","485635","0.0-5.0-0.1","112","low"
"32220","4","5","4","6","6","B","risky","blue","survey-likert","117","517858","0.0-5.0-1.1","112","low"
