"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"64310","5","4","4","5","1","A","risky","blue","survey-likert","114","797656","0.0-5.0-0.0","61","high"
"65438","3","2","3","3","3","B","risky","blue","survey-likert","115","863097","0.0-5.0-1.0","61","high"
"37120","5","4","3","4","2","A","safe","red","survey-likert","116","900218","0.0-5.0-0.1","61","high"
"30452","2","3","3","3","3","B","safe","red","survey-likert","117","930673","0.0-5.0-1.1","61","high"
