"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"36390","0","0","0","0","6","A","safe","blue","survey-likert","114","406850","0.0-5.0-0.0","43","low"
"26201","6","6","6","0","0","B","safe","blue","survey-likert","115","433054","0.0-5.0-1.0","43","low"
"22741","5","5","5","5","2","A","risky","red","survey-likert","116","455797","0.0-5.0-0.1","43","low"
"17117","3","3","1","4","5","B","risky","red","survey-likert","117","472916","0.0-5.0-1.1","43","low"
