"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"100632","5","4","4","3","1","A","risky","red","survey-likert","114","529389","0.0-5.0-0.0","31","low"
"64264","4","3","3","4","4","B","risky","red","survey-likert","115","593656","0.0-5.0-1.0","31","low"
"36389","2","2","3","1","4","A","safe","blue","survey-likert","116","630047","0.0-5.0-0.1","31","low"
"35216","5","4","4","4","4","B","safe","blue","survey-likert","117","665264","0.0-5.0-1.1","31","low"
