"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"40322","4","4","4","5","2","A","risky","blue","survey-likert","114","637996","0.0-5.0-0.0","2","high"
"37100","3","3","3","4","4","B","risky","blue","survey-likert","115","675099","0.0-5.0-1.0","2","high"
"23139","4","3","3","4","3","A","safe","red","survey-likert","116","698239","0.0-5.0-0.1","2","high"
"19860","3","3","3","4","4","B","safe","red","survey-likert","117","718102","0.0-5.0-1.1","2","high"
