"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"27534","6","6","6","6","2","A","risky","red","survey-likert","114","431617","0.0-5.0-0.0","66","low"
"28875","6","3","1","1","1","B","risky","red","survey-likert","115","460495","0.0-5.0-1.0","66","low"
"26464","1","1","1","3","5","A","safe","blue","survey-likert","116","486961","0.0-5.0-0.1","66","low"
"20851","5","5","5","3","6","B","safe","blue","survey-likert","117","507815","0.0-5.0-1.1","66","low"
