"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"23046","4","4","4","5","2","A","risky","blue","survey-likert","114","398010","0.0-5.0-0.0","98","low"
"21517","2","1","1","1","4","B","risky","blue","survey-likert","115","419530","0.0-5.0-1.0","98","low"
"25444","1","1","1","1","5","A","safe","red","survey-likert","116","444977","0.0-5.0-0.1","98","low"
"25212","5","5","4","6","4","B","safe","red","survey-likert","117","470192","0.0-5.0-1.1","98","low"
