"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"22758","5","5","5","5","1","A","risky","blue","survey-likert","114","436004","0.0-5.0-0.0","75","low"
"19364","1","1","1","1","1","B","risky","blue","survey-likert","115","455372","0.0-5.0-1.0","75","low"
"14253","1","1","2","1","5","A","safe","red","survey-likert","116","469627","0.0-5.0-0.1","75","low"
"26096","5","3","4","2","3","B","safe","red","survey-likert","117","495724","0.0-5.0-1.1","75","low"
