"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"18878","0","1","4","5","3","A","safe","blue","survey-likert","114","396245","0.0-5.0-0.0","71","low"
"21676","1","3","6","1","3","B","safe","blue","survey-likert","115","417924","0.0-5.0-1.0","71","low"
"15024","5","0","3","2","3","A","risky","red","survey-likert","116","432951","0.0-5.0-0.1","71","low"
"25308","6","6","3","0","4","B","risky","red","survey-likert","117","458262","0.0-5.0-1.1","71","low"
