"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"21510","2","3","1","3","4","A","risky","red","survey-likert","114","455385","0.0-5.0-0.0","35","low"
"23620","4","3","5","4","4","B","risky","red","survey-likert","115","479008","0.0-5.0-1.0","35","low"
"16702","1","0","0","1","5","A","safe","blue","survey-likert","116","495711","0.0-5.0-0.1","35","low"
"16493","5","5","5","5","5","B","safe","blue","survey-likert","117","512207","0.0-5.0-1.1","35","low"
