"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"26463","0","0","0","0","6","A","safe","red","survey-likert","114","463195","0.0-5.0-0.0","24","low"
"25836","6","4","6","0","1","B","safe","red","survey-likert","115","489034","0.0-5.0-1.0","24","low"
"16589","6","5","5","5","1","A","risky","blue","survey-likert","116","505624","0.0-5.0-0.1","24","low"
"21853","3","4","2","5","5","B","risky","blue","survey-likert","117","527480","0.0-5.0-1.1","24","low"
