"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"23390","6","6","6","4","0","A","risky","blue","survey-likert","114","421139","0.0-5.0-0.0","9","low"
"25206","1","1","2","1","1","B","risky","blue","survey-likert","115","446348","0.0-5.0-1.0","9","low"
"18436","1","0","0","0","5","A","safe","red","survey-likert","116","464787","0.0-5.0-0.1","9","low"
"20493","5","5","5","3","6","B","safe","red","survey-likert","117","485283","0.0-5.0-1.1","9","low"
