"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"35143","5","5","3","2","1","A","risky","blue","survey-likert","114","407542","0.0-5.0-0.0","113","low"
"52372","3","2","4","3","3","B","risky","blue","survey-likert","115","459917","0.0-5.0-1.0","113","low"
"21496","1","1","1","2","5","A","safe","red","survey-likert","116","481416","0.0-5.0-0.1","113","low"
"31973","5","5","6","3","4","B","safe","red","survey-likert","117","513391","0.0-5.0-1.1","113","low"
