"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"55633","3","4","4","4","2","A","safe","red","survey-likert","114","537336","0.0-5.0-0.0","89","high"
"55662","3","2","3","4","3","B","safe","red","survey-likert","115","593001","0.0-5.0-1.0","89","high"
"21501","3","5","5","5","3","A","risky","blue","survey-likert","116","614503","0.0-5.0-0.1","89","high"
"29820","2","3","3","4","3","B","risky","blue","survey-likert","117","644326","0.0-5.0-1.1","89","high"
