"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"47132","0","0","5","6","3","A","risky","blue","survey-likert","114","574936","0.0-5.0-0.0","56","high"
"55339","3","4","4","4","1","B","risky","blue","survey-likert","115","630278","0.0-5.0-1.0","56","high"
"43701","1","0","1","6","5","A","safe","red","survey-likert","116","673982","0.0-5.0-0.1","56","high"
"36239","5","4","3","4","5","B","safe","red","survey-likert","117","710223","0.0-5.0-1.1","56","high"
