"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"43063","6","6","6","5","2","A","risky","blue","survey-likert","114","559964","0.0-5.0-0.0","69","high"
"36956","0","1","1","2","3","B","risky","blue","survey-likert","115","596923","0.0-5.0-1.0","69","high"
"19836","6","6","6","5","1","A","safe","red","survey-likert","116","616760","0.0-5.0-0.1","69","high"
"17253","0","1","1","2","3","B","safe","red","survey-likert","117","634016","0.0-5.0-1.1","69","high"
