"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"36677","4","3","3","1","4","A","safe","blue","survey-likert","114","628747","0.0-5.0-0.0","3","high"
"31837","4","5","2","1","5","B","safe","blue","survey-likert","115","660587","0.0-5.0-1.0","3","high"
"16990","5","6","5","6","1","A","risky","red","survey-likert","116","677578","0.0-5.0-0.1","3","high"
"24757","5","1","0","0","1","B","risky","red","survey-likert","117","702338","0.0-5.0-1.1","3","high"
