"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"14277","4","2","2","5","4","A","safe","red","survey-likert","114","403396","0.0-5.0-0.0","81","low"
"14133","4","4","4","5","5","B","safe","red","survey-likert","115","417532","0.0-5.0-1.0","81","low"
"22631","5","4","5","6","2","A","risky","blue","survey-likert","116","440166","0.0-5.0-0.1","81","low"
"19604","2","2","2","2","2","B","risky","blue","survey-likert","117","459773","0.0-5.0-1.1","81","low"
