"rt","Q0","Q1","Q2","Q3","Q4","set","risky","colour","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"33245","5","5","5","1","1","A","risky","blue","survey-likert","114","550252","0.0-5.0-0.0","120","high"
"29676","2","2","4","4","2","B","risky","blue","survey-likert","115","579930","0.0-5.0-1.0","120","high"
"21572","1","1","1","5","5","A","safe","red","survey-likert","116","601505","0.0-5.0-0.1","120","high"
"12497","5","5","5","3","5","B","safe","red","survey-likert","117","614005","0.0-5.0-1.1","120","high"
