"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"233261","{""Q0"":""19"",""Q1"":""Female""}","demographics","survey-text","0","233264","0.0-0.0","66","low",""
"52346","{""Q0"":""If the chance of the ball being the colour you want to pick was 50 or greater, I would choose that box. If it was below 50, I would choose the unknown box.""}","comments","survey-text","118","1089826","0.0-7.0","66","low","5"
