"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"96627","{""Q0"":""19"",""Q1"":""Male""}","demographics","survey-text","0","96630","0.0-0.0","34","high",""
"83171","{""Q0"":""I tried to decipher the patterns in the red and blue spheres that were present in order to weigh up which one I should choose.""}","comments","survey-text","124","985740","0.0-7.0","34","high","1.6"
