"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"89683","{""Q0"":""18"",""Q1"":""Female""}","demographics","survey-text","0","89686","0.0-0.0","52","high",""
"37906","{""Q0"":""Noted the texture/pattern of the planets and what outcome it was usually associated with ""}","comments","survey-text","121","796325","0.0-7.0","52","high","4.9"
