"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"25730","{""Q0"":""19"",""Q1"":""Female""}","demographics","survey-text","0","25733","0.0-0.0","48","low",""
"77741","{""Q0"":""i clicked on the blue ball mainly cause the outcome was more predictable and a roughly a constant amount.""}","comments","survey-text","118","830727","0.0-7.0","48","low","6.2"
