"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"14512","{""Q0"":""19"",""Q1"":""Female""}","demographics","survey-text","0","14516","0.0-0.0","22","high",""
"71152","{""Q0"":""When choosing the boxes i chose the mystery box whenever the chance of getting an orange was less than 50%""}","comments","survey-text","121","992540","0.0-7.0","22","high","5.9"
