"rt","responses","task","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition","prize"
"12633","{""Q0"":""20"",""Q1"":""Female""}","demographics","survey-text","0","12636","0.0-0.0","3","high",""
"44982","{""Q0"":""I picked the colour that I thought was most likely to give me more points.\nI chose the biggest probability of an orange ball.""}","comments","survey-text","127","742185","0.0-7.0","3","high","5.9"
