"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""unknown"",""unknown"",""unknown""]","[50,30,40,45]","[22189,10245,4049,5776]","ellsberg-task","123","1319946","0.0-6.0","104","high"
