"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""unknown"",""unknown"",""known""]","[50,30,40,45]","[20867,8223,6485,3888]","ellsberg-task","123","935885","0.0-6.0","40","high"
