"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""unknown"",""known"",""known""]","[50,30,40,35]","[20423,15775,12287,13575]","ellsberg-task","117","903023","0.0-6.0","87","high"
