"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""unknown"",""known""]","[50,70,60,65]","[10161,9859,2792,5320]","ellsberg-task","120","617729","0.0-6.0","5","high"
