"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""known"",""unknown""]","[50,70,60,55]","[11224,16202,5391,3491]","ellsberg-task","123","889016","0.0-6.0","105","low"
