"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""unknown"",""unknown""]","[50,70,60,65]","[12022,7885,4786,2532]","ellsberg-task","120","579365","0.0-6.0","27","low"
