"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""known"",""known""]","[50,70,60,55]","[19404,4736,5024,3222]","ellsberg-task","120","1417875","0.0-6.0","112","high"
