"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""unknown"",""known"",""unknown""]","[50,70,80,75]","[24573,16985,3860,9740]","ellsberg-task","129","1024481","0.0-6.0","33","high"
