choice,probWin,rt,trial_type,trial_index,time_elapsed,internal_node_id,participant,condition
"[""unknown"",""known"",""known"",""known""]","[50,70,60,55]","[25558,3372,2410,2216]",ellsberg-task,126,1196222,0.0-6.0,119,low
