"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""known"",""unknown"",""known"",""unknown"",""unknown"",""known""]","[50,30,40,45]","[79583,16711,8222,8883]","ellsberg-task","117","942885","0.0-6.0","57","low"
