"choice","probWin","rt","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"[""unknown"",""known"",""known"",""unknown""]","[50,70,60,55]","[8102,2952,2100,2847]","ellsberg-task","120","572413","0.0-6.0","118","high"
