choice,probWin,rt,trial_type,trial_index,time_elapsed,internal_node_id,participant,condition
"[""unknown"",""known"",""known"",""unknown""]","[50,70,60,55]","[23612,10388,5557,3567]",ellsberg-task,117,660023,0.0-6.0,21,low
