"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"147053","red-24","5","5","6","6","5","5","1","1","5","5","7,6,9,8,4,0,2,1,3,5","safe","red","right","survey-likert","110","1100899","0.0-106.0-0.0","21184","low"
"68165","blue-32","6","5","6","6","6","5","5","1","1","5","7,6,9,8,4,0,2,1,3,5","risky","blue","left","survey-likert","111","1170274","0.0-106.0-0.1","21184","low"
