"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"51819","red-6","4","3","4","3","4","4","4","3","3","3","2,9,7,6,5,0,3,1,8,4","risky","red","right","survey-likert","107","889639","0.0-106.0-0.0","20253","high"
"37328","blue-199","4","3","4","4","3","4","4","3","3","4","2,9,7,6,5,0,3,1,8,4","safe","blue","left","survey-likert","108","928174","0.0-106.0-0.1","20253","high"
