"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"81835","red-93","1","5","4","5","6","4","2","4","5","6","9,1,2,7,0,5,3,4,8,6","risky","red","left","survey-likert","107","911990","0.0-106.0-0.0","20791","low"
"98573","blue-185","5","1","2","4","2","5","3","5","5","5","9,1,2,7,0,5,3,4,8,6","safe","blue","right","survey-likert","108","1011768","0.0-106.0-0.1","20791","low"
