"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"48198","blue-131","5","3","2","4","4","4","2","4","4","6","7,0,2,5,4,3,1,8,6,9","safe","blue","right","survey-likert","107","593006","0.0-106.0-0.0","20722","low"
"31247","red-179","2","5","5","2","2","5","5","3","2","2","7,0,2,5,4,3,1,8,6,9","risky","red","left","survey-likert","108","625466","0.0-106.0-0.1","20722","low"
