"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"86400","blue-179","4","6","4","3","4","3","3","4","6","4","1,8,7,0,6,4,2,3,9,5","safe","blue","left","survey-likert","107","1214656","0.0-106.0-0.0","21419","high"
"67545","red-178","5","3","3","4","3","3","5","5","4","4","1,8,7,0,6,4,2,3,9,5","risky","red","right","survey-likert","108","1283407","0.0-106.0-0.1","21419","high"
