"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"63346","blue-183","1","5","6","5","6","1","1","5","1","5","1,4,6,8,9,2,0,5,3,7","risky","blue","right","survey-likert","107","786298","0.0-106.0-0.0","21799","high"
"26792","red-112","1","5","5","5","5","1","1","5","1","4","1,4,6,8,9,2,0,5,3,7","safe","red","left","survey-likert","108","814304","0.0-106.0-0.1","21799","high"
