"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"88211","red-154","5","4","0","6","2","5","1","6","6","6","7,5,1,6,2,4,0,9,3,8","safe","red","left","survey-likert","107","1273583","0.0-106.0-0.0","20585","low"
"59902","blue-105","2","5","5","5","4","5","4","6","6","6","7,5,1,6,2,4,0,9,3,8","risky","blue","right","survey-likert","108","1334697","0.0-106.0-0.1","20585","low"
