"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"5959","red-121","0","5","5","1","1","0","5","3","6","1","0,6,4,8,2,1,5,9,7,3","safe","red","right","survey-likert","107","577564","0.0-106.0-0.0","20132","low"
"44439","blue-189","6","1","1","5","5","5","3","2","3","5","0,6,4,8,2,1,5,9,7,3","risky","blue","left","survey-likert","108","623215","0.0-106.0-0.1","20132","low"
