"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"39514","red-8","6","4","3","1","4","4","3","4","5","4","0,5,7,6,8,1,3,9,2,4","safe","red","right","survey-likert","107","574932","0.0-106.0-0.0","20501","high"
"20618","blue-40","4","3","4","3","5","3","5","3","4","3","0,5,7,6,8,1,3,9,2,4","risky","blue","left","survey-likert","108","596762","0.0-106.0-0.1","20501","high"
