"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"52010","blue-201","3","2","4","3","3","3","3","4","3","3","3,8,4,0,1,7,9,6,5,2","safe","blue","right","survey-likert","107","995304","0.0-106.0-0.0","20237","low"
"37477","red-44","4","3","4","3","2","3","4","4","4","2","3,8,4,0,1,7,9,6,5,2","risky","red","left","survey-likert","108","1033996","0.0-106.0-0.1","20237","low"
