"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"74868","blue-65","4","5","2","3","4","3","3","4","5","5","5,9,0,4,6,1,2,3,7,8","risky","blue","right","survey-likert","107","1969222","0.0-106.0-0.0","21578","high"
"35688","red-92","5","5","2","4","5","2","2","4","5","5","5,9,0,4,6,1,2,3,7,8","safe","red","left","survey-likert","108","2006129","0.0-106.0-0.1","21578","high"
