"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"35094","red-197","4","4","3","4","3","3","3","3","3","3","4,8,3,5,7,0,2,9,6,1","safe","red","left","survey-likert","107","523703","0.0-106.0-0.0","20605","high"
"16537","blue-202","3","3","4","4","3","4","3","4","3","3","4,8,3,5,7,0,2,9,6,1","risky","blue","right","survey-likert","108","541446","0.0-106.0-0.1","20605","high"
