"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"62043","blue-55","3","3","2","4","4","4","2","2","2","3","9,3,2,5,6,4,1,8,7,0","risky","blue","right","survey-likert","107","978963","0.0-106.0-0.0","21523","high"
"54304","red-32","3","4","2","4","4","4","2","2","3","3","9,3,2,5,6,4,1,8,7,0","safe","red","left","survey-likert","108","1034475","0.0-106.0-0.1","21523","high"
