"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"63753","blue-6","1","2","1","5","6","5","6","3","5","0","7,5,9,4,6,3,1,8,0,2","safe","blue","right","survey-likert","107","611700","0.0-106.0-0.0","20705","low"
"42946","red-114","2","4","1","5","5","4","5","3","5","0","7,5,9,4,6,3,1,8,0,2","risky","red","left","survey-likert","108","655851","0.0-106.0-0.1","20705","low"
