"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"42101","blue-187","4","1","4","3","5","3","5","3","4","3","1,4,5,8,0,6,3,9,2,7","safe","blue","right","survey-likert","107","679187","0.0-106.0-0.0","20480","high"
"27235","red-135","4","2","4","3","5","3","5","3","4","3","1,4,5,8,0,6,3,9,2,7","risky","red","left","survey-likert","108","707631","0.0-106.0-0.1","20480","high"
