"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"87404","blue-41","1","2","4","5","2","4","3","3","5","3","5,9,1,0,4,8,6,7,3,2","safe","blue","left","survey-likert","107","895021","0.0-106.0-0.0","20602","high"
"45347","red-81","2","3","4","4","2","3","3","3","5","3","5,9,1,0,4,8,6,7,3,2","risky","red","right","survey-likert","108","941577","0.0-106.0-0.1","20602","high"
