"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"59201","red-139","3","2","2","4","4","5","2","2","2","5","3,8,9,2,4,0,7,5,6,1","risky","red","right","survey-likert","110","670059","0.0-106.0-0.0","20223","low"
"28654","blue-201","4","3","2","5","3","5","3","2","2","5","3,8,9,2,4,0,7,5,6,1","safe","blue","left","survey-likert","111","699918","0.0-106.0-0.1","20223","low"
