"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"47619","red-197","6","5","0","1","6","2","0","0","5","2","2,0,6,4,1,5,7,9,3,8","risky","red","right","survey-likert","107","1377626","0.0-106.0-0.0","20786","high"
"31870","blue-55","0","0","6","6","0","6","6","6","0","1","2,0,6,4,1,5,7,9,3,8","safe","blue","left","survey-likert","108","1410701","0.0-106.0-0.1","20786","high"
