"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"64704","red-168","0","6","0","6","1","6","2","6","4","1","6,3,8,1,7,0,9,2,5,4","risky","red","right","survey-likert","107","787983","0.0-106.0-0.0","20597","low"
"97553","blue-45","0","6","0","0","5","6","1","6","5","1","6,3,8,1,7,0,9,2,5,4","safe","blue","left","survey-likert","108","886750","0.0-106.0-0.1","20597","low"
