"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"176201","blue-195","2","5","5","5","6","4","5","6","4","2","1,6,8,9,3,4,5,2,7,0","safe","blue","right","survey-likert","107","1362685","0.0-106.0-0.0","21439","high"
"81327","red-98","6","2","5","2","1","1","3","3","2","6","1,6,8,9,3,4,5,2,7,0","risky","red","left","survey-likert","108","1445218","0.0-106.0-0.1","21439","high"
