"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"49077","blue-28","3","2","1","4","3","3","3","1","1","5","0,4,8,5,1,3,7,9,6,2","risky","blue","right","survey-likert","107","615717","0.0-106.0-0.0","20754","high"
"34869","red-97","5","1","1","4","5","4","2","1","1","4","0,4,8,5,1,3,7,9,6,2","safe","red","left","survey-likert","108","651795","0.0-106.0-0.1","20754","high"
