"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"97776","red-96","5","3","4","5","3","3","4","3","2","3","1,2,5,0,4,8,9,3,6,7","risky","red","left","survey-likert","107","1500714","0.0-106.0-0.0","20841","high"
"63965","blue-139","5","4","2","3","2","3","4","4","3","3","1,2,5,0,4,8,9,3,6,7","safe","blue","right","survey-likert","108","1565887","0.0-106.0-0.1","20841","high"
