"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"69659","red-139","5","5","0","0","6","0","5","5","0","0","3,0,7,6,2,4,5,1,8,9","risky","red","right","survey-likert","107","1085612","0.0-106.0-0.0","21327","high"
"46730","blue-69","5","6","0","0","6","0","5","0","0","0","3,0,7,6,2,4,5,1,8,9","safe","blue","left","survey-likert","108","1133585","0.0-106.0-0.1","21327","high"
