"rt","stimulus","Q0","Q1","Q2","Q3","Q4","Q5","Q6","Q7","Q8","Q9","questions","risky","colour","side","trial_type","trial_index","time_elapsed","internal_node_id","participant","condition"
"97168","blue-164","6","6","6","5","3","3","4","5","3","3","0,2,4,5,9,8,1,3,7,6","safe","blue","right","survey-likert","107","1098740","0.0-106.0-0.0","21592","low"
"50298","red-90","6","6","2","4","4","3","6","5","3","3","0,2,4,5,9,8,1,3,7,6","risky","red","left","survey-likert","108","1150251","0.0-106.0-0.1","21592","low"
